Course Name,Department Course ID,Description,Section Name,Section Type,Registration Number,Instructors,Campus,Location
Software Engineering,474,"An intense hands-on study of practical techniques and methods of software engineering. Topics include advanced object-oriented design, design patterns, refactoring, code optimization, universal modeling language, threading, user interface design, enterprise application development, and development tools. All topics are integrated and applied during the semester-long group project. The aim of the project is to prepare students for dynamics in a real workplace. Members of the group meet on a regular basis to discuss the project and to assign individual tasks. Students are judged primarily on the final project presentations. ",,Lecture,9892,"Bloomberg, Amos",Washington Square,SILV 411
Processing Big Data for Analytics Applications,476,"This course introduces platforms, tools, and the architectures that facilitate scalable management and processing of vast quantities of data. We will explore open source tools enabling the efficient acquisition, storage, and processing of Big Data. Students will learn about distributed storage solutions such as the Apache Hadoop Distributed File System (HDFS), which supports storage of Big Data. Students will gain hands-on experience with distributed processing Apache solutions such as Hadoop MapReduce, HBase, Hive, Impala, Pig, core Spark, Spark SQL, and Spark Streaming. Other Apache big data tools covered are Oozie, Zookeeper, Flume, and Kafka. ",,Lecture,9507,"Malavet, Ann",Washington Square,GCASL 383
Intro to Cryptography,478,,,Lecture,22830,Staff,Washington Square,
Data Management and Analysis,479,"Students that successfully complete CSCI-UA 479 Data Management and Analysis are not eligible to take CSCI-UA 60 Database Design and Implementation. Extracting, transforming and analyzing data in myriad formats. Using traditional relational databases as well as non-relational databases to store, manipulate, and query data. Students will learn how to work with data by writing custom programs, creating queries, and using current data analysis tools and libraries… all on a wide array of data sets. Additional related topics will be covered, such as data modeling, cloud databases, and API programming. ",,Lecture,9895,"Versoza, Joseph, Sateesh, Tejas",Washington Square,ONLI
Data Management and Analysis,479,"Students that successfully complete CSCI-UA 479 Data Management and Analysis are not eligible to take CSCI-UA 60 Database Design and Implementation. Extracting, transforming and analyzing data in myriad formats. Using traditional relational databases as well as non-relational databases to store, manipulate, and query data. Students will learn how to work with data by writing custom programs, creating queries, and using current data analysis tools and libraries… all on a wide array of data sets. Additional related topics will be covered, such as data modeling, cloud databases, and API programming. ",,Lecture,19942,"Zeidenberg, Matthew, Khanderia, Jaimin Dineshbhai",Washington Square,SILV 411
Data Management and Analysis,479,"Students that successfully complete CSCI-UA 479 Data Management and Analysis are not eligible to take CSCI-UA 60 Database Design and Implementation. Extracting, transforming and analyzing data in myriad formats. Using traditional relational databases as well as non-relational databases to store, manipulate, and query data. Students will learn how to work with data by writing custom programs, creating queries, and using current data analysis tools and libraries… all on a wide array of data sets. Additional related topics will be covered, such as data modeling, cloud databases, and API programming. ",,Lecture,23721,"Zeidenberg, Matthew, Khanderia, Jaimin Dineshbhai",Washington Square,ONLI
Special Topics: Agile Software Development and DevOps Algorithmic Problem Solving Collaborating Remotely: Build Software from Anywhe Computer Graphics Computer Networks Computer Vision Natural Language Processing Parallel Computing Principles of Programming Languages Social Networking,480,"Each semester, multiple special topics courses are offered, covering topics that may not be offered on a regular basis. Prerequisites vary and are determined by topic. Extracting, transforming and analyzing data in myriad formats with traditional relational databases as well as non-relational databases. Data modeling, cloud databases, and API programming. Garnering insights using Python and current data analysis tools and libraries.",Topic: Computer Graphics,Lecture,8977,"Perlin, Kenneth",Washington Square,CIWW 101
Special Topics: Agile Software Development and DevOps Algorithmic Problem Solving Collaborating Remotely: Build Software from Anywhe Computer Graphics Computer Networks Computer Vision Natural Language Processing Parallel Computing Principles of Programming Languages Social Networking,480,"Each semester, multiple special topics courses are offered, covering topics that may not be offered on a regular basis. Prerequisites vary and are determined by topic. Extracting, transforming and analyzing data in myriad formats with traditional relational databases as well as non-relational databases. Data modeling, cloud databases, and API programming. Garnering insights using Python and current data analysis tools and libraries.",Topic: Computer Vision,Lecture,10208,"Geiger, Davi",Washington Square,SILV 401
Special Topics: Agile Software Development and DevOps Algorithmic Problem Solving Collaborating Remotely: Build Software from Anywhe Computer Graphics Computer Networks Computer Vision Natural Language Processing Parallel Computing Principles of Programming Languages Social Networking,480,"Each semester, multiple special topics courses are offered, covering topics that may not be offered on a regular basis. Prerequisites vary and are determined by topic. Extracting, transforming and analyzing data in myriad formats with traditional relational databases as well as non-relational databases. Data modeling, cloud databases, and API programming. Garnering insights using Python and current data analysis tools and libraries.",Topic: Social Networking,Lecture,8710,"Mishra, Bhubaneswar",Washington Square,GCASL 383
Special Topics: Agile Software Development and DevOps Algorithmic Problem Solving Collaborating Remotely: Build Software from Anywhe Computer Graphics Computer Networks Computer Vision Natural Language Processing Parallel Computing Principles of Programming Languages Social Networking,480,"Each semester, multiple special topics courses are offered, covering topics that may not be offered on a regular basis. Prerequisites vary and are determined by topic. Extracting, transforming and analyzing data in myriad formats with traditional relational databases as well as non-relational databases. Data modeling, cloud databases, and API programming. Garnering insights using Python and current data analysis tools and libraries.",Topic: Parallel Computing,Lecture,9080,Staff,Washington Square,
Special Topics: Agile Software Development and DevOps Algorithmic Problem Solving Collaborating Remotely: Build Software from Anywhe Computer Graphics Computer Networks Computer Vision Natural Language Processing Parallel Computing Principles of Programming Languages Social Networking,480,"Each semester, multiple special topics courses are offered, covering topics that may not be offered on a regular basis. Prerequisites vary and are determined by topic. Extracting, transforming and analyzing data in myriad formats with traditional relational databases as well as non-relational databases. Data modeling, cloud databases, and API programming. Garnering insights using Python and current data analysis tools and libraries.",Topic: Algorithmic Problem Solving,Lecture,22800,"Klukowska, Joanna, R D, Harshitha",Washington Square,CIWW 101
Special Topics: Agile Software Development and DevOps Algorithmic Problem Solving Collaborating Remotely: Build Software from Anywhe Computer Graphics Computer Networks Computer Vision Natural Language Processing Parallel Computing Principles of Programming Languages Social Networking,480,"Each semester, multiple special topics courses are offered, covering topics that may not be offered on a regular basis. Prerequisites vary and are determined by topic. Extracting, transforming and analyzing data in myriad formats with traditional relational databases as well as non-relational databases. Data modeling, cloud databases, and API programming. Garnering insights using Python and current data analysis tools and libraries.",Topic: Principles of Programming Languages,Lecture,10210,Staff,Washington Square,
Special Topics: Agile Software Development and DevOps Algorithmic Problem Solving Collaborating Remotely: Build Software from Anywhe Computer Graphics Computer Networks Computer Vision Natural Language Processing Parallel Computing Principles of Programming Languages Social Networking,480,"Each semester, multiple special topics courses are offered, covering topics that may not be offered on a regular basis. Prerequisites vary and are determined by topic. Extracting, transforming and analyzing data in myriad formats with traditional relational databases as well as non-relational databases. Data modeling, cloud databases, and API programming. Garnering insights using Python and current data analysis tools and libraries.",Topic: Natural Language Processing,Lecture,8877,"Meyers, Adam, Shyamsunder, Abishek",Washington Square,ONLI
Special Topics: Agile Software Development and DevOps Algorithmic Problem Solving Collaborating Remotely: Build Software from Anywhe Computer Graphics Computer Networks Computer Vision Natural Language Processing Parallel Computing Principles of Programming Languages Social Networking,480,"Each semester, multiple special topics courses are offered, covering topics that may not be offered on a regular basis. Prerequisites vary and are determined by topic. Extracting, transforming and analyzing data in myriad formats with traditional relational databases as well as non-relational databases. Data modeling, cloud databases, and API programming. Garnering insights using Python and current data analysis tools and libraries.",Topic: Computer Networks,Lecture,9217,Staff,Washington Square,
Special Topics: Agile Software Development and DevOps Algorithmic Problem Solving Collaborating Remotely: Build Software from Anywhe Computer Graphics Computer Networks Computer Vision Natural Language Processing Parallel Computing Principles of Programming Languages Social Networking,480,"Each semester, multiple special topics courses are offered, covering topics that may not be offered on a regular basis. Prerequisites vary and are determined by topic. Extracting, transforming and analyzing data in myriad formats with traditional relational databases as well as non-relational databases. Data modeling, cloud databases, and API programming. Garnering insights using Python and current data analysis tools and libraries.",Topic: Collaborating Remotely: Build Software from Anywhe,Lecture,8876,"Korth, Evan",Washington Square,SILV 411
Special Topics: Agile Software Development and DevOps Algorithmic Problem Solving Collaborating Remotely: Build Software from Anywhe Computer Graphics Computer Networks Computer Vision Natural Language Processing Parallel Computing Principles of Programming Languages Social Networking,480,"Each semester, multiple special topics courses are offered, covering topics that may not be offered on a regular basis. Prerequisites vary and are determined by topic. Extracting, transforming and analyzing data in myriad formats with traditional relational databases as well as non-relational databases. Data modeling, cloud databases, and API programming. Garnering insights using Python and current data analysis tools and libraries.",Topic: Agile Software Development and DevOps,Lecture,9515,"Bloomberg, Amos",Washington Square,SILV 405
Undergraduate Research,520,"The student will perform computer science research that is supervised by a faculty member actively engaged in research and which may lead to results publishable in the computer science literature. A substantial commitment to this work will be expected of the student. The research project may be one or two semesters, to be determined in consultation with the faculty supervisor. Students taking this course for honors credit will be required to write an honors thesis. All other students will need to submit a write-up of the research results at the conclusion of the project.",,Independent Study,7463,Staff,Washington Square,
Internship in Computer Science,897,"Restricted to declared computer science majors. Does not count toward the major or minor, but does count toward the CAS degree. Offered every semester. 1 to 4 credits. An internship in computer science is an excellent complement to formal course work. We strongly recommend that students have some practical training along with their classroom experience, so they can explore different career options and gain hands-on experience. An internship is for majors only, and students must have maintained an overall GPA of 3.0 and a computer science GPA of 3.5. The internship will be graded.",,Independent Study,8881,Staff,Washington Square,
Independent Study,997,"Prerequisite: Permission of the department. Students majoring in the department who have maintained a general average of 3.00 and an average of 3.50 in computer science and who, in the opinion of the department, have the ability and the need for work in topics not included in the listed courses are permitted to work on an individual basis, under the supervision of a member of the department. The independent study must be approved by the department at registration. Students are expected to spend about 3 to 6 hours a week on assigned projects for their study. The project must be scheduled for completion within the semester. ",,Independent Study,7464,Staff,Washington Square,
Artificial Intelligence,9472,"There are many cognitive tasks that people can do easily and almost unconsciously but that have proven extremely difficult to program on a computer. Artificial intelligence is the problem of developing computer systems that can carry out these tasks. We will focus on three central areas in AI: representation and reasoning, machine learning, and natural language processing.",,Lecture,22399,Staff,NYU Paris (Global),
Artificial Intelligence,9472,"There are many cognitive tasks that people can do easily and almost unconsciously but that have proven extremely difficult to program on a computer. Artificial intelligence is the problem of developing computer systems that can carry out these tasks. We will focus on three central areas in AI: representation and reasoning, machine learning, and natural language processing.",,Lecture,23192,"Clémençon, Stephan",NYU Paris (Global),PARI 410
Fundamentals of Machine Learning | Introduction to Machine Learning,9473,"Machine learning is an exciting and fast-moving field of computer science with many recent consumer applications (e.g., Microsoft Kinect, Google Translate, Iphone's Siri, digital camera face detection, Netflix recommendations, Google news) and applications within the sciences and medicine (e.g., predicting protein-protein interactions, species modeling, detecting tumors, personalized medicine). This course introduces undergraduate computer science students to the field of machine learning. Students learn about the theoretical foundations of machine learning and how to apply machine learning to solve new problems. Assuming no prior knowledge in machine learning, the course focuses on two major paradigms in machine learning which are supervised and unsupervised learning. In supervised learning, we learn various methods for classification and regression. Dimensionality reduction and clustering are discussed in the case of unsupervised learning ",,Lecture,22400,Staff,NYU Paris (Global),
Fundamentals of Machine Learning | Introduction to Machine Learning,9473,"Machine learning is an exciting and fast-moving field of computer science with many recent consumer applications (e.g., Microsoft Kinect, Google Translate, Iphone's Siri, digital camera face detection, Netflix recommendations, Google news) and applications within the sciences and medicine (e.g., predicting protein-protein interactions, species modeling, detecting tumors, personalized medicine). This course introduces undergraduate computer science students to the field of machine learning. Students learn about the theoretical foundations of machine learning and how to apply machine learning to solve new problems. Assuming no prior knowledge in machine learning, the course focuses on two major paradigms in machine learning which are supervised and unsupervised learning. In supervised learning, we learn various methods for classification and regression. Dimensionality reduction and clustering are discussed in the case of unsupervised learning ",,Lecture,23146,"Cosse, Augustin Marie Dominique",NYU Paris (Global),PARI 410
Data Management and Analysis,9479,"Students that successfully complete CSCI-UA 479 Data Management and Analysis are not eligible to take CSCI-UA 60 Database Design and Implementation. Extracting, transforming and analyzing data in myriad formats. Using traditional relational databases as well as non-relational databases to store, manipulate, and query data. Students will learn how to work with data by writing custom programs, creating queries, and using current data analysis tools and libraries… all on a wide array of data sets. Additional related topics will be covered, such as data modeling, cloud databases, and API programming. ",,Lecture,22401,Staff,NYU Paris (Global),
Data Management and Analysis,9479,"Students that successfully complete CSCI-UA 479 Data Management and Analysis are not eligible to take CSCI-UA 60 Database Design and Implementation. Extracting, transforming and analyzing data in myriad formats. Using traditional relational databases as well as non-relational databases to store, manipulate, and query data. Students will learn how to work with data by writing custom programs, creating queries, and using current data analysis tools and libraries… all on a wide array of data sets. Additional related topics will be covered, such as data modeling, cloud databases, and API programming. ",,Lecture,23190,"Matiturke Shankara Narayana, Anantha Padmanabha",NYU Paris (Global),PARI 613
